Posiciones repetidas: 100261
(637, 728)
(840, 294)
(289, 544)
(713, 56)
(932, 286)
(328, 26)
(528, 131)
(943, 766)
(858, 662)
(399, 604)
(491, 727)
(129, 72)
(883, 249)
(521, 862)
(560, 820)
(387, 784)
(318, 516)
(737, 396)
(112, 927)
(223, 649)
(172, 185)
(949, 799)
(589, 264)
(935, 284)
(741, 477)
(335, 652)
(854, 660)
(621, 631)
(342, 376)
(824, 487)
(72, 332)
(254, 596)
(185, 51)
(849, 116)
(224, 519)
(828, 771)
(150, 883)
(270, 372)
(355, 844)
(228, 454)
(638, 521)
(878, 120)
(661, 478)
(479, 215)
(707, 368)
(89, 169)
(587, 742)
(308, 461)
(511, 710)
(845, 290)
(460, 256)
(852, 514)
(47, 864)
(928, 210)
(86, 206)
(506, 450)
(17, 341)
(900, 152)
(593, 666)
(21, 849)
(706, 91)
(118, 351)
(88, 798)
(678, 29)
(971, 101)
(957, 202)
(99, 190)
(78, 909)
(498, 689)
(339, 655)
(288, 351)
(514, 697)
(274, 350)
(592, 493)
(666, 620)
(832, 284)
(887, 318)
(27, 58)
(218, 643)
(917, 925)
(112, 130)
(45, 690)
(444, 193)
(273, 303)
(577, 377)
(614, 584)
(153, 881)
(766, 663)
(508, 867)
(330, 315)
(849, 857)
(687, 357)
(429, 53)
(512, 855)
(733, 487)
(348, 907)
(885, 220)
(461, 740)
(334, 338)
(228, 753)
(871, 89)
(283, 528)
(569, 795)
(89, 801)
(714, 276)
(239, 467)
(901, 828)
(262, 366)
(979, 904)
(407, 627)
(68, 169)
(287, 969)
(568, 817)
(718, 359)
(167, 551)
(870, 98)
(319, 504)
(492, 988)
(805, 669)
(441, 362)
(519, 419)
(314, 216)
(685, 951)
(300, 475)
(46, 531)
(360, 374)
(858, 541)
(286, 2)
(452, 302)
(717, 358)
(438, 329)
(629, 618)
(99, 979)
(281, 386)
(855, 504)
(894, 326)
(931, 472)
(401, 709)
(419, 524)
(938, 484)
(223, 626)
(59, 757)
(426, 272)
(850, 792)
(375, 855)
(543, 335)
(391, 722)
(582, 739)
(38, 909)
(829, 910)
(665, 725)
(8, 752)
(280, 373)
(704, 893)
(356, 32)
(854, 291)
(690, 768)
(584, 259)
(363, 772)
(734, 789)
(150, 910)
(337, 661)
(284, 436)
(397, 627)
(489, 978)
(973, 256)
(316, 517)
(816, 581)
(929, 954)
(327, 391)
(809, 668)
(57, 871)
(43, 852)
(873, 517)
(414, 717)
(460, 443)
(649, 180)
(619, 642)
(764, 361)
(485, 856)
(416, 817)
(492, 100)
(826, 772)
(921, 788)
(402, 380)
(833, 32)
(946, 321)
(231, 457)
(526, 125)
(395, 717)
(74, 388)
(572, 395)
(913, 25)
(786, 297)
(899, 218)
(350, 376)
(387, 398)
(525, 140)
(818, 918)
(670, 847)
(546, 925)
(509, 457)
(571, 562)
(382, 809)
(843, 297)
(737, 814)
(520, 788)
(444, 340)
(197, 124)
(418, 746)
(789, 457)
(775, 746)
(867, 669)
(210, 904)
(784, 71)
(90, 722)
(620, 835)
(415, 235)
(272, 363)
(606, 762)
(719, 57)
(576, 313)
(295, 513)
(228, 612)
(447, 730)
(548, 183)
(396, 644)
(880, 623)
(721, 685)
(940, 969)
(633, 297)
(979, 789)
(873, 506)
(656, 272)
(951, 203)
(914, 984)
(612, 593)
(522, 441)
(958, 701)
(506, 868)
(547, 966)
(289, 970)
(492, 855)
(402, 619)
(699, 771)
(314, 367)
(579, 313)
(279, 959)
(194, 969)
(300, 334)
(724, 694)
(629, 767)
(498, 83)
(281, 527)
(191, 52)
(525, 788)
(659, 478)
(470, 213)
(313, 158)
(260, 371)
(405, 630)
(320, 654)
(502, 698)
(792, 300)
(868, 127)
(280, 448)
(912, 977)
(584, 654)
(697, 113)
(425, 342)
(835, 287)
(655, 40)
(489, 863)
(627, 609)
(761, 663)
(726, 87)
(892, 331)
(530, 322)
(32, 79)
(682, 25)
(43, 705)
(675, 848)
(322, 408)
(89, 387)
(142, 183)
(22, 985)
(919, 325)
(460, 558)
(852, 792)
(688, 777)
(264, 257)
(361, 771)
(838, 287)
(674, 724)
(485, 973)
(17, 63)
(951, 980)
(515, 712)
(808, 350)
(554, 878)
(863, 248)
(826, 907)
(416, 716)
(870, 652)
(118, 929)
(448, 93)
(321, 705)
(268, 456)
(473, 574)
(519, 769)
(611, 224)
(279, 200)
(724, 449)
(800, 401)
(325, 154)
(553, 191)
(168, 219)
(629, 460)
(408, 618)
(387, 379)
(117, 24)
(783, 761)
(331, 662)
(352, 391)
(405, 387)
(889, 224)
(211, 460)
(158, 581)
(303, 548)
(822, 764)
(658, 629)
(589, 735)
(310, 256)
(183, 50)
(19, 981)
(462, 255)
(335, 887)
(727, 689)
(729, 696)
(171, 603)
(634, 519)
(719, 898)
(410, 636)
(447, 335)
(675, 40)
(380, 802)
(827, 485)
(647, 54)
(873, 103)
(428, 360)
(340, 876)
(806, 669)
(257, 368)
(591, 501)
(333, 37)
(547, 883)
(877, 552)
(125, 835)
(162, 207)
(586, 727)
(492, 714)
(932, 959)
(720, 365)
(42, 649)
(261, 169)
(427, 177)
(321, 470)
(194, 860)
(925, 210)
(858, 247)
(911, 355)
(226, 621)
(800, 676)
(48, 697)
(378, 400)
(103, 925)
(440, 51)
(518, 466)
(419, 802)
(850, 514)
(924, 797)
(172, 538)
(730, 92)
(640, 332)
(255, 603)
(575, 404)
(868, 226)
(151, 908)
(778, 758)
(490, 872)
(930, 541)
(697, 510)
(132, 79)
(759, 72)
(856, 665)
(549, 666)
(881, 250)
(496, 88)
(904, 15)
(687, 780)
(853, 116)
(302, 490)
(341, 320)
(878, 665)
(516, 100)
(661, 893)
(403, 613)
(64, 171)
(961, 211)
(304, 762)
(156, 891)
(486, 726)
(308, 558)
(75, 877)
(22, 852)
(919, 222)
(61, 178)
(852, 163)
(227, 694)
(340, 127)
(326, 190)
(884, 636)
(780, 279)
(637, 772)
(88, 383)
(383, 392)
(173, 186)
(46, 56)
(413, 715)
(710, 99)
(583, 499)
(438, 806)
(735, 564)
(205, 617)
(645, 732)
(244, 241)
(230, 388)
(790, 58)
(59, 44)
(165, 551)
(684, 729)
(338, 29)
(582, 312)
(31, 66)
(513, 455)
(822, 331)
(430, 949)
(861, 495)
(898, 155)
(628, 398)
(77, 384)
(974, 182)
(847, 172)
(755, 660)
(854, 856)
(727, 458)
(215, 278)
(146, 891)
(736, 103)
(291, 382)
(955, 199)
(132, 826)
(722, 70)
(902, 322)
(263, 252)
(664, 883)
(115, 19)
(410, 707)
(214, 453)
(954, 900)
(209, 187)
(559, 815)
(873, 236)
(287, 552)
(181, 53)
(333, 346)
(354, 587)
(446, 139)
(416, 362)
(713, 708)
(593, 110)
(155, 567)
(851, 850)
(946, 790)
(503, 95)
(837, 875)
(768, 366)
(604, 618)
(159, 883)
(78, 577)
(99, 370)
(318, 208)
(583, 732)
(431, 275)
(288, 3)
(161, 267)
(440, 190)
(419, 943)
(320, 404)
(564, 191)
(624, 610)
(472, 207)
(324, 848)
(949, 323)
(271, 363)
(91, 615)
(677, 504)
(317, 505)
(778, 637)
(356, 577)
(229, 733)
(697, 651)
(494, 723)
(298, 454)
(563, 366)
(411, 237)
(305, 546)
(178, 816)
(948, 316)
(291, 531)
(58, 874)
(627, 887)
(203, 335)
(97, 960)
(316, 166)
(210, 609)
(355, 408)
(249, 253)
(874, 648)
(302, 369)
(853, 505)
(696, 316)
(878, 548)
(18, 856)
(454, 92)
(991, 271)
(795, 48)
(64, 38)
(389, 719)
(486, 845)
(126, 420)
(594, 650)
(421, 766)
(776, 451)
(213, 636)
(287, 261)
(365, 849)
(439, 462)
(819, 340)
(268, 246)
(420, 265)
(844, 769)
(136, 832)
(528, 450)
(876, 498)
(514, 109)
(438, 189)
(332, 656)
(205, 670)
(862, 677)
(996, 767)
(742, 463)
(281, 246)
(463, 282)
(652, 35)
(154, 876)
(894, 26)
(343, 368)
(550, 966)
(20, 853)
(186, 189)
(956, 425)
(520, 693)
(444, 757)
(672, 848)
(345, 852)
(716, 893)
(400, 627)
(423, 265)
(868, 512)
(335, 589)
(229, 458)
(393, 718)
(72, 395)
(570, 406)
(775, 69)
(263, 369)
(323, 26)
(927, 798)
(55, 755)
(422, 722)
(115, 412)
(885, 640)
(523, 133)
(544, 916)
(507, 454)
(915, 815)
(555, 372)
(848, 506)
(82, 574)
(686, 706)
(449, 321)
(746, 489)
(29, 69)
(294, 363)
(481, 848)
(725, 573)
(372, 779)
(446, 54)
(928, 273)
(416, 229)
(289, 361)
(720, 83)
(632, 639)
(118, 414)
(321, 184)
(604, 765)
(551, 38)
(406, 627)
(339, 588)
(85, 176)
(251, 168)
(477, 678)
(938, 968)
(518, 708)
(52, 862)
(382, 765)
(255, 369)
(610, 832)
(331, 161)
(956, 692)
(98, 172)
(995, 902)
(430, 343)
(250, 83)
(621, 192)
(400, 358)
(734, 481)
(386, 777)
(847, 514)
(425, 821)
(335, 350)
(217, 443)
(44, 700)
(443, 841)
(23, 77)
(874, 639)
(302, 252)
(576, 237)
(334, 653)
(207, 129)
(304, 480)
(156, 577)
(714, 87)
(89, 610)
(36, 63)
(774, 773)
(315, 224)
(301, 461)
(926, 960)
(340, 661)
(287, 142)
(24, 590)
(478, 767)
(176, 825)
(713, 102)
(162, 740)
(289, 638)
(895, 330)
(328, 196)
(35, 78)
(586, 252)
(738, 403)
(353, 887)
(106, 89)
(159, 209)
(971, 983)
(399, 614)
(793, 47)
(78, 35)
(615, 200)
(779, 460)
(550, 893)
(20, 984)
(223, 691)
(426, 467)
(405, 802)
(278, 528)
(391, 787)
(128, 73)
(589, 382)
(771, 753)
(77, 170)
(349, 901)
(868, 651)
(704, 700)
(635, 640)
(63, 875)
(266, 459)
(160, 602)
(803, 288)
(824, 561)
(215, 60)
(842, 774)
(494, 109)
(955, 493)
(224, 593)
(980, 904)
(217, 648)
(270, 386)
(897, 340)
(973, 193)
(316, 708)
(461, 301)
(802, 491)
(507, 83)
(327, 324)
(493, 92)
(682, 853)
(795, 670)
(686, 841)
(859, 279)
(806, 306)
(347, 571)
(845, 280)
(61, 745)
(460, 250)
(522, 845)
(467, 686)
(17, 643)
(125, 738)
(282, 537)
(88, 808)
(964, 713)
(971, 95)
(420, 943)
(39, 647)
(353, 388)
(943, 477)
(855, 545)
(913, 218)
(161, 541)
(514, 719)
(553, 371)
(825, 502)
(311, 519)
(313, 714)
(320, 250)
(230, 605)
(105, 936)
(112, 124)
(292, 368)
(610, 215)
(956, 975)
(458, 88)
(278, 295)
(672, 510)
(451, 785)
(123, 604)
(785, 49)
(930, 954)
(273, 357)
(734, 108)
(782, 742)
(344, 782)
(736, 528)
(404, 616)
(849, 791)
(157, 880)
(516, 453)
(809, 341)
(885, 226)
(461, 730)
(359, 255)
(269, 723)
(573, 389)
(149, 909)
(776, 761)
(220, 54)
(93, 800)
(167, 537)
(79, 381)
(667, 625)
(928, 959)
(28, 909)
(56, 746)
(201, 455)
(720, 689)
(572, 818)
(21, 52)
(441, 304)
(918, 802)
(81, 873)
(978, 249)
(798, 276)
(858, 547)
(413, 810)
(710, 704)
(346, 383)
(521, 689)
(99, 925)
(154, 582)
(546, 324)
(140, 565)
(825, 779)
(73, 622)
(772, 774)
(917, 219)
(737, 471)
(557, 196)
(444, 899)
(391, 644)
(785, 953)
(716, 619)
(423, 55)
(462, 555)
(727, 101)
(12, 846)
(337, 835)
(411, 708)
(104, 82)
(450, 98)
(323, 496)
(934, 272)
(475, 733)
(904, 323)
(69, 881)
(802, 382)
(184, 57)
(493, 977)
(424, 744)
(562, 818)
(389, 790)
(707, 295)
(209, 538)
(449, 43)
(82, 808)
(714, 713)
(248, 859)
(100, 964)
(688, 712)
(467, 571)
(801, 303)
(877, 252)
(951, 789)
(554, 33)
(921, 802)
(540, 972)
(960, 712)
(526, 139)
(395, 647)
(35, 748)
(805, 496)
(74, 330)
(648, 53)
(300, 760)
(279, 9)
(763, 362)
(339, 866)
(491, 111)
(364, 247)
(883, 865)
(311, 408)
(670, 885)
(13, 46)
(382, 791)
(495, 732)
(520, 862)
(905, 644)
(338, 361)
(356, 994)
(70, 176)
(628, 634)
(370, 854)
(847, 280)
(280, 530)
(26, 58)
(524, 781)
(508, 712)
(715, 698)
(330, 404)
(277, 363)
(23, 859)
(482, 571)
(687, 304)
(874, 361)
(927, 481)
(272, 293)
(719, 67)
(297, 758)
(228, 686)
(541, 907)
(728, 686)
(214, 649)
(163, 221)
(456, 81)
(276, 292)
(866, 516)
(580, 298)
(626, 728)
(326, 650)
(953, 489)
(510, 454)
(441, 189)
(519, 462)
(208, 336)
(918, 953)
(314, 181)
(155, 891)
(883, 25)
(629, 517)
(445, 526)
(124, 435)
(401, 616)
(617, 214)
(324, 556)
(513, 819)
(91, 811)
(345, 315)
(882, 242)
(128, 351)
(204, 458)
(704, 898)
(570, 823)
(425, 284)
(796, 309)
(941, 828)
(247, 85)
(284, 449)
(337, 568)
(344, 364)
(535, 920)
(330, 643)
(846, 587)
(904, 206)
(613, 836)
(687, 717)
(302, 549)
(696, 112)
(915, 462)
(290, 961)
(848, 859)
(424, 339)
(96, 912)
(43, 763)
(207, 616)
(283, 136)
(428, 951)
(195, 964)
(269, 373)
(308, 749)
(442, 795)
(919, 287)
(407, 235)
(725, 92)
(326, 505)
(623, 637)
(667, 479)
(118, 127)
(268, 258)
(586, 261)
(307, 476)
(918, 332)
(791, 950)
(957, 426)
(325, 192)
(92, 717)
(532, 786)
(311, 365)
(666, 268)
(705, 290)
(27, 858)
(984, 359)
(343, 956)
(698, 669)
(398, 679)
(917, 637)
(956, 213)
(850, 432)
(278, 969)
(575, 813)
(426, 952)
(338, 220)
(317, 557)
(391, 362)
(476, 114)
(222, 634)
(280, 669)
(116, 409)
(524, 896)
(729, 582)
(72, 863)
(418, 823)
(127, 827)
(789, 292)
(457, 779)
(277, 240)
(634, 717)
(874, 220)
(694, 355)
(516, 691)
(392, 725)
(11, 61)
(447, 305)
(728, 569)
(417, 358)
(396, 625)
(366, 835)
(534, 331)
(82, 394)
(707, 901)
(428, 162)
(488, 845)
(333, 27)
(831, 492)
(354, 778)
(409, 635)
(17, 858)
(492, 764)
(328, 869)
(111, 90)
(275, 350)
(21, 334)
(738, 816)
(833, 728)
(42, 703)
(685, 855)
(946, 985)
(321, 492)
(731, 57)
(950, 325)
(219, 461)
(256, 369)
(717, 70)
(332, 164)
(78, 384)
(445, 899)
(281, 674)
(318, 403)
(48, 755)
(357, 375)
(124, 70)
(772, 764)
(977, 810)
(405, 705)
(502, 719)
(564, 382)
(857, 492)
(730, 98)
(910, 358)
(412, 227)
(345, 128)
(165, 405)
(437, 336)
(755, 461)
(204, 125)
(310, 710)
(151, 582)
(190, 56)
(584, 739)
(215, 607)
(734, 565)
(464, 673)
(65, 178)
(164, 546)
(422, 238)
(777, 461)
(687, 854)
(959, 989)
(327, 167)
(94, 182)
(493, 699)
(334, 833)
(283, 5)
(654, 52)
(322, 549)
(126, 743)
(827, 704)
(75, 167)
(739, 396)
(446, 962)
(467, 209)
(529, 446)
(568, 292)
(416, 529)
(515, 895)
(623, 774)
(757, 816)
(296, 39)
(79, 804)
(245, 76)
(321, 660)
(953, 907)
(572, 235)
(918, 475)
(166, 604)
(558, 818)
(943, 892)
(286, 529)
(16, 53)
(913, 825)
(219, 734)
(491, 853)
(438, 892)
(546, 893)
(663, 482)
(850, 295)
(426, 815)
(709, 96)
(582, 246)
(589, 650)
(400, 690)
(310, 469)
(898, 209)
(222, 737)
(854, 790)
(715, 928)
(595, 246)
(443, 357)
(542, 915)
(429, 330)
(512, 706)
(620, 611)
(897, 24)
(348, 318)
(417, 243)
(954, 970)
(827, 328)
(573, 804)
(668, 844)
(246, 864)
(686, 509)
(389, 381)
(428, 277)
(301, 545)
(234, 452)
(107, 862)
(845, 164)
(591, 384)
(333, 400)
(907, 321)
(711, 703)
(623, 19)
(328, 528)
(863, 512)
(773, 296)
(169, 556)
(646, 46)
(685, 716)
(155, 577)
(427, 228)
(74, 915)
(823, 578)
(293, 755)
(590, 379)
(394, 630)
(431, 357)
(592, 107)
(147, 914)
(313, 382)
(811, 395)
(564, 193)
(543, 976)
(624, 604)
(352, 895)
(829, 739)
(665, 834)
(317, 463)
(942, 962)
(905, 211)
(146, 185)
(222, 468)
(259, 362)
(577, 251)
(948, 326)
(715, 85)
(807, 701)
(97, 926)
(482, 208)
(523, 842)
(429, 951)
(929, 535)
(936, 277)
(682, 313)
(576, 812)
(170, 597)
(101, 975)
(689, 707)
(834, 492)
(89, 675)
(435, 331)
(329, 204)
(679, 724)
(149, 569)
(866, 61)
(460, 782)
(642, 330)
(453, 83)
(554, 910)
(939, 952)
(448, 893)
(395, 806)
(819, 286)
(162, 551)
(434, 768)
(895, 11)
(805, 799)
(473, 734)
(685, 313)
(81, 573)
(226, 446)
(957, 692)
(466, 113)
(943, 897)
(671, 890)
(233, 394)
(710, 916)
(491, 974)
(832, 770)
(463, 300)
(140, 833)
(343, 330)
(811, 764)
(956, 483)
(345, 866)
(785, 525)
(538, 975)
(944, 426)
(803, 481)
(418, 65)
(517, 691)
(789, 62)
(457, 573)
(298, 763)
(337, 23)
(814, 739)
(450, 302)
(846, 176)
(650, 487)
(523, 127)
(544, 878)
(447, 47)
(929, 292)
(108, 869)
(396, 799)
(721, 58)
(774, 76)
(626, 889)
(181, 64)
(347, 376)
(506, 715)
(358, 856)
(713, 703)
(630, 640)
(155, 730)
(427, 337)
(872, 88)
(194, 124)
(618, 612)
(360, 780)
(837, 774)
(180, 63)
(293, 376)
(78, 666)
(583, 651)
(325, 663)
(161, 734)
(470, 320)
(34, 580)
(237, 459)
(666, 885)
(463, 569)
(299, 552)
(433, 766)
(285, 629)
(624, 727)
(52, 864)
(331, 155)
(352, 906)
(829, 376)
(575, 372)
(151, 876)
(356, 574)
(31, 746)
(644, 51)
(517, 459)
(312, 700)
(95, 211)
(614, 833)
(335, 352)
(374, 398)
(639, 406)
(51, 89)
(821, 581)
(291, 966)
(44, 758)
(390, 782)
(874, 549)
(249, 80)
(175, 184)
(196, 969)
(415, 361)
(87, 924)
(18, 645)
(424, 180)
(758, 83)
(500, 327)
(304, 474)
(50, 50)
(456, 741)
(435, 468)
(202, 457)
(679, 841)
(336, 843)
(315, 186)
(580, 742)
(693, 897)
(340, 351)
(838, 170)
(213, 727)
(547, 324)
(533, 921)
(201, 128)
(420, 358)
(865, 121)
(611, 589)
(353, 845)
(745, 451)
(528, 119)
(837, 499)
(876, 543)
(288, 976)
(590, 725)
(629, 881)
(41, 760)
(281, 137)
(85, 915)
(140, 756)
(585, 507)
(825, 580)
(684, 505)
(977, 257)
(405, 232)
(723, 357)
(903, 25)
(564, 807)
(232, 456)
(105, 94)
(324, 504)
(128, 131)
(988, 903)
(183, 423)
(665, 476)
(778, 197)
(462, 362)
(923, 788)
(393, 801)
(662, 435)
(157, 185)
(450, 165)
(927, 949)
(821, 338)
(270, 456)
(489, 729)
(567, 370)
